Object1,Object1_X,Object1_Y,Object2,Object2_X,Object2_Y,Shortest_Distance,Path
Streetlamp,7,3,Phonebooth,0,6,11.0,"(7, 3)->(6, 3)->(5, 3)->(5, 4)->(4, 4)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)"
Streetlamp,7,3,Fridge,7,6,8.0,"(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)"
Streetlamp,7,3,Bicycle,8,8,9.0,"(7, 3)->(8, 3)->(9, 3)->(9, 4)->(9, 5)->(9, 6)->(8, 6)->(8, 7)->(8, 8)"
Streetlamp,7,3,Couch,1,10,14.0,"(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(5, 7)->(4, 7)->(4, 8)->(4, 9)->(4, 10)->(3, 10)->(2, 10)->(1, 10)"
Streetlamp,7,3,Statue,6,10,13.0,"(7, 3)->(6, 3)->(5, 3)->(5, 4)->(5, 5)->(5, 6)->(5, 7)->(4, 7)->(4, 8)->(4, 9)->(4, 10)->(5, 10)->(6, 10)"
Swing,1,4,Stepladder,5,5,6.0,"(1, 4)->(2, 4)->(3, 4)->(4, 4)->(5, 4)->(5, 5)"
Swing,1,4,Phonebooth,0,6,4.0,"(1, 4)->(0, 4)->(0, 5)->(0, 6)"
Swing,1,4,Fridge,7,6,9.0,"(1, 4)->(2, 4)->(3, 4)->(4, 4)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)"
Swing,1,4,Bicycle,8,8,12.0,"(1, 4)->(2, 4)->(3, 4)->(4, 4)->(5, 4)->(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)"
Swing,1,4,Couch,1,10,9.0,"(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)"
Swing,1,4,Statue,6,10,14.0,"(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(1, 7)->(2, 7)->(3, 7)->(4, 7)->(4, 8)->(4, 9)->(4, 10)->(5, 10)->(6, 10)"
Stepladder,5,5,Phonebooth,0,6,9.0,"(5, 5)->(5, 4)->(4, 4)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)"
Stepladder,5,5,Fridge,7,6,4.0,"(5, 5)->(5, 6)->(6, 6)->(7, 6)"
Stepladder,5,5,Bicycle,8,8,7.0,"(5, 5)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)"
Stepladder,5,5,Couch,1,10,10.0,"(5, 5)->(5, 6)->(5, 7)->(4, 7)->(4, 8)->(4, 9)->(4, 10)->(3, 10)->(2, 10)->(1, 10)"
Stepladder,5,5,Statue,6,10,9.0,"(5, 5)->(5, 6)->(5, 7)->(4, 7)->(4, 8)->(4, 9)->(4, 10)->(5, 10)->(6, 10)"
Phonebooth,0,6,Fridge,7,6,10.0,"(0, 6)->(0, 7)->(1, 7)->(2, 7)->(3, 7)->(4, 7)->(5, 7)->(5, 6)->(6, 6)->(7, 6)"
Phonebooth,0,6,Bicycle,8,8,13.0,"(0, 6)->(0, 7)->(1, 7)->(2, 7)->(3, 7)->(4, 7)->(5, 7)->(5, 6)->(6, 6)->(7, 6)->(8, 6)->(8, 7)->(8, 8)"
Phonebooth,0,6,Couch,1,10,6.0,"(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)"
Phonebooth,0,6,Statue,6,10,11.0,"(0, 6)->(0, 7)->(1, 7)->(2, 7)->(3, 7)->(4, 7)->(4, 8)->(4, 9)->(4, 10)->(5, 10)->(6, 10)"
Fridge,7,6,Bicycle,8,8,4.0,"(7, 6)->(8, 6)->(8, 7)->(8, 8)"
Fridge,7,6,Couch,1,10,11.0,"(7, 6)->(6, 6)->(5, 6)->(5, 7)->(4, 7)->(4, 8)->(4, 9)->(4, 10)->(3, 10)->(2, 10)->(1, 10)"
Fridge,7,6,Statue,6,10,8.0,"(7, 6)->(8, 6)->(8, 7)->(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)"
Bicycle,8,8,Couch,1,10,10.0,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)->(5, 10)->(4, 10)->(3, 10)->(2, 10)->(1, 10)"
Bicycle,8,8,Statue,6,10,5.0,"(8, 8)->(8, 9)->(8, 10)->(7, 10)->(6, 10)"
Couch,1,10,Statue,6,10,6.0,"(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)"
