Object1,Object1_X,Object1_Y,Object2,Object2_X,Object2_Y,Shortest_Distance,Path
Stove,1,1,Picnic Table,3,3,45,"(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Piano,0,7,Stove,1,1,42,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)"
Piano,0,7,Trash Can,2,9,5,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)"
Piano,0,7,Bookshelf,3,7,8,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)"
Piano,0,7,Wheelbarrow,5,5,12,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)"
Piano,0,7,Harp,6,7,15,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)"
Piano,0,7,Well,8,8,18,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)"
Piano,0,7,Chair,10,6,22,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)"
Piano,0,7,Mailbox,10,1,27,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)"
Piano,0,7,Telescope,6,0,32,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)"
Piano,0,7,Plant,4,1,35,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)"
Piano,0,7,Picnic Table,3,3,38,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Trash Can,2,9,Stove,1,1,38,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)"
Trash Can,2,9,Piano,0,7,45,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)"
Trash Can,2,9,Bookshelf,3,7,4,"(2, 9)->(3, 9)->(3, 8)->(3, 7)"
Trash Can,2,9,Wheelbarrow,5,5,8,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)"
Trash Can,2,9,Harp,6,7,11,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)"
Trash Can,2,9,Well,8,8,14,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)"
Trash Can,2,9,Chair,10,6,18,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)"
Trash Can,2,9,Mailbox,10,1,23,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)"
Trash Can,2,9,Telescope,6,0,28,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)"
Trash Can,2,9,Plant,4,1,31,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)"
Trash Can,2,9,Picnic Table,3,3,34,"(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Bookshelf,3,7,Stove,1,1,35,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)"
Bookshelf,3,7,Piano,0,7,42,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)"
Bookshelf,3,7,Trash Can,2,9,46,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)"
Bookshelf,3,7,Wheelbarrow,5,5,5,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)"
Bookshelf,3,7,Harp,6,7,8,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)"
Bookshelf,3,7,Well,8,8,11,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)"
Bookshelf,3,7,Chair,10,6,15,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)"
Bookshelf,3,7,Mailbox,10,1,20,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)"
Bookshelf,3,7,Telescope,6,0,25,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)"
Bookshelf,3,7,Plant,4,1,28,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)"
Bookshelf,3,7,Picnic Table,3,3,31,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Wheelbarrow,5,5,Stove,1,1,31,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)"
Wheelbarrow,5,5,Piano,0,7,38,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)"
Wheelbarrow,5,5,Trash Can,2,9,42,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)"
Wheelbarrow,5,5,Bookshelf,3,7,45,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)"
Wheelbarrow,5,5,Harp,6,7,4,"(5, 5)->(6, 5)->(6, 6)->(6, 7)"
Wheelbarrow,5,5,Well,8,8,7,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)"
Wheelbarrow,5,5,Chair,10,6,11,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)"
Wheelbarrow,5,5,Mailbox,10,1,16,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)"
Wheelbarrow,5,5,Telescope,6,0,21,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)"
Wheelbarrow,5,5,Plant,4,1,24,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)"
Wheelbarrow,5,5,Picnic Table,3,3,27,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Harp,6,7,Stove,1,1,28,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)"
Harp,6,7,Piano,0,7,35,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)"
Harp,6,7,Trash Can,2,9,39,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)"
Harp,6,7,Bookshelf,3,7,42,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)"
Harp,6,7,Wheelbarrow,5,5,46,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)"
Harp,6,7,Well,8,8,4,"(6, 7)->(6, 8)->(7, 8)->(8, 8)"
Harp,6,7,Chair,10,6,8,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)"
Harp,6,7,Mailbox,10,1,13,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)"
Harp,6,7,Telescope,6,0,18,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)"
Harp,6,7,Plant,4,1,21,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)"
Harp,6,7,Picnic Table,3,3,24,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Well,8,8,Stove,1,1,25,"(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)"
Well,8,8,Piano,0,7,32,"(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)"
Well,8,8,Trash Can,2,9,36,"(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)"
Well,8,8,Bookshelf,3,7,39,"(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)"
