Object1,Object1_X,Object1_Y,Object2,Object2_X,Object2_Y,Shortest_Distance,Path
Picnic Table,3,3,Stove,1,1,45,"(3, 3)->(4, 3)->(4, 2)->(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)"
Plant,4,1,Picnic Table,3,3,46,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Plant,4,1,Telescope,6,0,4,"(4, 1)->(4, 0)->(5, 0)->(6, 0)"
Plant,4,1,Mailbox,10,1,9,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)"
Plant,4,1,Chair,10,6,14,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)"
Plant,4,1,Well,8,8,18,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)"
Plant,4,1,Harp,6,7,21,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)"
Plant,4,1,Wheelbarrow,5,5,24,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)"
Plant,4,1,Bookshelf,3,7,28,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)"
Plant,4,1,Trash Can,2,9,31,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Plant,4,1,Piano,0,7,35,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)"
Plant,4,1,Stove,1,1,42,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)"
Telescope,6,0,Picnic Table,3,3,43,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Telescope,6,0,Plant,4,1,46,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)"
Telescope,6,0,Mailbox,10,1,6,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)"
Telescope,6,0,Chair,10,6,11,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)"
Telescope,6,0,Well,8,8,15,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)"
Telescope,6,0,Harp,6,7,18,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)"
Telescope,6,0,Wheelbarrow,5,5,21,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)"
Telescope,6,0,Bookshelf,3,7,25,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)"
Telescope,6,0,Trash Can,2,9,28,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Telescope,6,0,Piano,0,7,32,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)"
Telescope,6,0,Stove,1,1,39,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)"
Mailbox,10,1,Picnic Table,3,3,38,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Mailbox,10,1,Plant,4,1,41,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)"
Mailbox,10,1,Telescope,6,0,44,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)->(4, 0)->(5, 0)->(6, 0)"
Mailbox,10,1,Chair,10,6,6,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)"
Mailbox,10,1,Well,8,8,10,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)"
Mailbox,10,1,Harp,6,7,13,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)"
Mailbox,10,1,Wheelbarrow,5,5,16,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)"
Mailbox,10,1,Bookshelf,3,7,20,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)"
Mailbox,10,1,Trash Can,2,9,23,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Mailbox,10,1,Piano,0,7,27,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)"
Mailbox,10,1,Stove,1,1,34,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)"
Chair,10,6,Picnic Table,3,3,33,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Chair,10,6,Plant,4,1,36,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)"
Chair,10,6,Telescope,6,0,39,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)->(4, 0)->(5, 0)->(6, 0)"
Chair,10,6,Mailbox,10,1,44,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)"
Chair,10,6,Well,8,8,5,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)"
Chair,10,6,Harp,6,7,8,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)"
Chair,10,6,Wheelbarrow,5,5,11,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)"
Chair,10,6,Bookshelf,3,7,15,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)"
Chair,10,6,Trash Can,2,9,18,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Chair,10,6,Piano,0,7,22,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)"
Chair,10,6,Stove,1,1,29,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)"
Well,8,8,Picnic Table,3,3,29,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Well,8,8,Plant,4,1,32,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)"
Well,8,8,Telescope,6,0,35,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)->(4, 0)->(5, 0)->(6, 0)"
Well,8,8,Mailbox,10,1,40,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)"
Well,8,8,Chair,10,6,45,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)"
Well,8,8,Harp,6,7,4,"(8, 8)->(7, 8)->(6, 8)->(6, 7)"
Well,8,8,Wheelbarrow,5,5,7,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)"
Well,8,8,Bookshelf,3,7,11,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)"
Well,8,8,Trash Can,2,9,14,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Well,8,8,Piano,0,7,18,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)"
Well,8,8,Stove,1,1,25,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)"
Harp,6,7,Picnic Table,3,3,26,"(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Harp,6,7,Plant,4,1,29,"(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)"
Harp,6,7,Telescope,6,0,32,"(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)->(4, 0)->(5, 0)->(6, 0)"
Harp,6,7,Mailbox,10,1,37,"(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)->(4, 3)->(4, 2)->(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)"
