Object1,Object1_X,Object1_Y,Object2,Object2_X,Object2_Y,Shortest_Distance,Path
Stove,1,1,Picnic Table,3,3,5.0,"(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Plant,4,1,Telescope,6,0,4.0,"(4, 1)->(4, 0)->(5, 0)->(6, 0)"
Plant,4,1,Mailbox,10,1,9.0,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)"
Plant,4,1,Wheelbarrow,5,5,24.0,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)"
Plant,4,1,Chair,10,6,14.0,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)"
Plant,4,1,Piano,0,7,15.0,"(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)"
Plant,4,1,Bookshelf,3,7,22.0,"(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)"
Plant,4,1,Harp,6,7,21.0,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)"
Plant,4,1,Well,8,8,18.0,"(4, 1)->(4, 0)->(5, 0)->(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)"
Plant,4,1,Trash Can,2,9,19.0,"(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)"
Plant,4,1,Picnic Table,3,3,4.0,"(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Telescope,6,0,Mailbox,10,1,6.0,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)"
Telescope,6,0,Wheelbarrow,5,5,21.0,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)"
Telescope,6,0,Chair,10,6,11.0,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)"
Telescope,6,0,Piano,0,7,18.0,"(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)"
Telescope,6,0,Bookshelf,3,7,25.0,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)"
Telescope,6,0,Harp,6,7,18.0,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)"
Telescope,6,0,Well,8,8,15.0,"(6, 0)->(7, 0)->(8, 0)->(9, 0)->(10, 0)->(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)"
Telescope,6,0,Trash Can,2,9,22.0,"(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)"
Telescope,6,0,Picnic Table,3,3,7.0,"(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Mailbox,10,1,Wheelbarrow,5,5,16.0,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)"
Mailbox,10,1,Chair,10,6,6.0,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)"
Mailbox,10,1,Piano,0,7,23.0,"(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)->(2, 3)->(2, 2)->(2, 1)->(1, 1)->(0, 1)->(0, 2)->(0, 3)->(0, 4)->(0, 5)->(0, 6)->(0, 7)"
Mailbox,10,1,Bookshelf,3,7,20.0,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)"
Mailbox,10,1,Harp,6,7,13.0,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)"
Mailbox,10,1,Well,8,8,10.0,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)"
Mailbox,10,1,Trash Can,2,9,23.0,"(10, 1)->(10, 2)->(10, 3)->(10, 4)->(10, 5)->(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Mailbox,10,1,Picnic Table,3,3,12.0,"(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Wheelbarrow,5,5,Chair,10,6,11.0,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)"
Wheelbarrow,5,5,Piano,0,7,12.0,"(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)"
Wheelbarrow,5,5,Bookshelf,3,7,5.0,"(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)"
Wheelbarrow,5,5,Harp,6,7,4.0,"(5, 5)->(6, 5)->(6, 6)->(6, 7)"
Wheelbarrow,5,5,Well,8,8,7.0,"(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)"
Wheelbarrow,5,5,Trash Can,2,9,8.0,"(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Wheelbarrow,5,5,Picnic Table,3,3,23.0,"(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Chair,10,6,Piano,0,7,22.0,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)"
Chair,10,6,Bookshelf,3,7,15.0,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)"
Chair,10,6,Harp,6,7,8.0,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)"
Chair,10,6,Well,8,8,5.0,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)"
Chair,10,6,Trash Can,2,9,18.0,"(10, 6)->(10, 7)->(10, 8)->(9, 8)->(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Chair,10,6,Picnic Table,3,3,17.0,"(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Piano,0,7,Bookshelf,3,7,8.0,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)"
Piano,0,7,Harp,6,7,15.0,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)"
Piano,0,7,Well,8,8,18.0,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)->(3, 9)->(3, 8)->(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)"
Piano,0,7,Trash Can,2,9,5.0,"(0, 7)->(0, 8)->(0, 9)->(1, 9)->(2, 9)"
Piano,0,7,Picnic Table,3,3,12.0,"(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Bookshelf,3,7,Harp,6,7,8.0,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)"
Bookshelf,3,7,Well,8,8,11.0,"(3, 7)->(3, 6)->(3, 5)->(4, 5)->(5, 5)->(6, 5)->(6, 6)->(6, 7)->(6, 8)->(7, 8)->(8, 8)"
Bookshelf,3,7,Trash Can,2,9,4.0,"(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Bookshelf,3,7,Picnic Table,3,3,19.0,"(3, 7)->(3, 8)->(3, 9)->(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
Harp,6,7,Well,8,8,4.0,"(6, 7)->(6, 8)->(7, 8)->(8, 8)"
Harp,6,7,Trash Can,2,9,11.0,"(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Harp,6,7,Picnic Table,3,3,24.0,"(6, 7)->(6, 8)->(7, 8)->(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Well,8,8,Trash Can,2,9,14.0,"(8, 8)->(7, 8)->(6, 8)->(6, 7)->(6, 6)->(6, 5)->(5, 5)->(4, 5)->(3, 5)->(3, 6)->(3, 7)->(3, 8)->(3, 9)->(2, 9)"
Well,8,8,Picnic Table,3,3,21.0,"(8, 8)->(9, 8)->(10, 8)->(10, 7)->(10, 6)->(10, 5)->(10, 4)->(10, 3)->(10, 2)->(10, 1)->(10, 0)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(4, 1)->(4, 2)->(4, 3)->(3, 3)"
Trash Can,2,9,Picnic Table,3,3,16.0,"(2, 9)->(1, 9)->(0, 9)->(0, 8)->(0, 7)->(0, 6)->(0, 5)->(0, 4)->(0, 3)->(0, 2)->(0, 1)->(1, 1)->(2, 1)->(2, 2)->(2, 3)->(3, 3)"
